coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,quote_id,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_id,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Sat Oct 01 06:03:41 +0000 2022,,https://twitter.com/USAmbChina/status/1576090456005300224/photo/1,,966,1576090456005300224,,,,en,,false,,76,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",I represented the U.S. at the People’s Republic of China National Day Reception hosted by Premier Li Keqiang at the Great Hall of the People. I conveyed 🇺🇸 congratulations to the people of China for the year ahead. https://t.co/IAho1Bhq2N,https://twitter.com/USAmbChina/status/1576090456005300224,Wed Feb 23 03:12:31 +0000 2022,1496321911218917383,false,"Official account of 🇺🇸 Ambassador to 🇨🇳 Nicholas Burns. 美国驻华大使伯恩斯官方账号. For more on the U.S. Mission to China, visit us at https://t.co/ToMSLAY4t4",8,68890,500,266,,Ambassador Nicholas Burns,USAmbChina,882,,https://china.usembassy-china.org.cn/ambassador-nicholas-burns/,true
,Tue Sep 20 01:30:00 +0000 2022,,,https://www.state.gov/dipnote-u-s-department-of-state-official-blog/adding-the-insights-voices-and-experiences-of-those-who-are-deaf-to-the-state-department/,91,1572035313270067200,,,,en,,false,,36,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","More than 430M individuals are deaf globally and 41 countries &amp; counting recognize sign language as an official language. As we mark International Week of Deaf People, we recognize all who are deaf &amp; hard of hearing, including colleagues at the Department. https://t.co/K8CrQsAby8",https://twitter.com/StateDept/status/1572035313270067200,Tue Oct 23 15:02:45 +0000 2007,9624742,false,Welcome to the U.S. Department of State Twitter account. Follow @SecBlinken for more from the Secretary. For all Department accounts: https://t.co/kzsNMIOwF9.,52,6400351,242,24111,"Washington, DC",Department of State,StateDept,78162,,http://www.state.gov,true
,Wed Oct 12 03:15:11 +0000 2022,,https://twitter.com/eAsiaMediaHub/status/1580034315500785671/photo/1,https://www.whitehouse.gov/briefing-room/statements-releases/2022/10/11/g7-statement-on-ukraine-11-october-2022/,27,1580034315500785671,,,,en,,false,,6,,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","The G7 condemns the recent missile attacks against civilian infrastructure and cities across Ukraine in the strongest possible terms and recalls that indiscriminate attacks on innocent civilian populations constitute a war crime.

Joint statement: https://t.co/ejGrqJxtH8 https://t.co/4bsEJtibY8",https://twitter.com/eAsiaMediaHub/status/1580034315500785671,Mon Aug 16 05:11:15 +0000 2010,178978113,false,The U.S. Department of State's Asia Pacific Media Hub promotes official U.S. engagement with media throughout the region.,5805,124459,1173,771,Asia Pacific,U.S. Asia Pacific Media Hub,eAsiaMediaHub,44952,,https://go.usa.gov/xykmU,true
,Wed Oct 12 22:01:11 +0000 2022,,,,8407,1580317684402597888,,,,en,,,,1511,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Today’s @UN vote is a powerful reminder that the world stands with Ukraine, in defense of the UN Charter and in resolute opposition to Russia’s devastating war of aggression against Ukraine and its people.",https://twitter.com/SecBlinken/status/1580317684402597888,Fri Jan 15 18:40:52 +0000 2021,1350150750966603777,false,"Husband, dad, (very) amateur guitarist, and the 71st Secretary of State serving under the leadership of @POTUS Biden.",1,1844271,48,6044,,Secretary Antony Blinken,SecBlinken,3969,,http://www.state.gov,true
,Wed Oct 05 14:31:44 +0000 2022,WorldTeachersDay,https://twitter.com/StateDept/status/1577667860503175168/photo/1,,231,1577667860503175168,,,,en,,false,,94,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","On #WorldTeachersDay, we celebrate professionals who dedicate their careers to educating the next generation. More than instructors, teachers are mentors, allies, and role models. Education breaks down barriers, promotes understanding, and changes the world. https://t.co/oIF63XYZq8",https://twitter.com/StateDept/status/1577667860503175168,Tue Oct 23 15:02:45 +0000 2007,9624742,false,Welcome to the U.S. Department of State Twitter account. Follow @SecBlinken for more from the Secretary. For all Department accounts: https://t.co/kzsNMIOwF9.,52,6400351,242,24111,"Washington, DC",Department of State,StateDept,78162,,http://www.state.gov,true
,Mon Jul 25 16:01:45 +0000 2022,,https://twitter.com/ProsperAfricaUS/status/1551598588899237894/photo/1,,24,1551598588899237894,,,,en,,false,,12,,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Through @ProsperAfricaUS, the U.S. Government is advancing two-way trade and investment between the U.S. and Africa. Since June 2019, the U.S. Government has helped to close 800 deals across 45 countries for an estimated value of $50 billion in exports and investments. 🇺🇸 🌍 https://t.co/EhFdktsryn",https://twitter.com/ProsperAfricaUS/status/1551598588899237894,Tue Apr 07 12:28:35 +0000 2020,1247501137407770624,false,Prosper Africa is the U.S. Government initiative to substantially increase two-way trade and investment between the United States and African nations.,779,5194,253,39,,Prosper Africa,ProsperAfricaUS,2210,,http://prosperafrica.gov,true
,Wed Oct 12 22:03:27 +0000 2022,,,https://www.state.gov/un-general-assembly-resolution-condemning-russias-attempted-annexation-of-ukraines-territory/,131,1580318253540597762,,,,en,,false,,49,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","By adopting this resolution, the assembled nations at the @UN rejected the Kremlin’s sham referenda and attempted annexation of Ukraine’s territory, while delivering a resounding rebuke to Russia for its illegal war of choice. https://t.co/P3a1Ijeqqq",https://twitter.com/StateDeptSpox/status/1580318253540597762,Thu Oct 17 16:56:51 +0000 2013,1967216306,false,The official account of @StateDept’s Spokesperson serving under the leadership of the 71st Secretary of State @SecBlinken.,64,578913,33,4021,"Dept. of State, Washington, DC",Ned Price,StateDeptSpox,12765,,http://state.gov,true
,Thu Sep 22 23:00:00 +0000 2022,UNGA,https://twitter.com/StateDept/status/1573084730064519179/video/1,https://www.state.gov/secretary-antony-j-blinken-at-the-united-nations-security-council-ministerial-meeting-on-ukrainian-sovereignty-and-russian-accountability/,383,1573084730064519179,,,,en,,false,,157,,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",".@SecBlinken on President Putin’s war in Ukraine: “One man chose this war. And one man can end it because if Russia stops fighting, the war ends. If Ukraine stops fighting, Ukraine ends."" https://t.co/v9TbPn7EB7 #UNGA https://t.co/N4HJSHwjiF",https://twitter.com/StateDept/status/1573084730064519179,Tue Oct 23 15:02:45 +0000 2007,9624742,false,Welcome to the U.S. Department of State Twitter account. Follow @SecBlinken for more from the Secretary. For all Department accounts: https://t.co/kzsNMIOwF9.,52,6400351,242,24111,"Washington, DC",Department of State,StateDept,78162,,http://www.state.gov,true
,Thu Sep 22 00:00:47 +0000 2022,,,https://www.state.gov/the-kremlins-troop-mobilization/,87,1572737638863622144,,,,en,,false,,25,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","We have provided Ukraine consistent, significant support for its defense, and we will continue that steadfast support for the Ukrainian people for as long as it takes. https://t.co/hn5VSetH9d",https://twitter.com/StateDeptSpox/status/1572737638863622144,Thu Oct 17 16:56:51 +0000 2013,1967216306,false,The official account of @StateDept’s Spokesperson serving under the leadership of the 71st Secretary of State @SecBlinken.,64,578913,33,4021,"Dept. of State, Washington, DC",Ned Price,StateDeptSpox,12765,,http://state.gov,true
,Mon Oct 17 19:04:35 +0000 2022,,https://twitter.com/SecBlinken/status/1582085179379572736/photo/1,,525,1582085179379572736,,,,en,,false,,146,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Great visit to @SLAClab, an incredible National Lab operated by @Stanford for the @ENERGY Department. The amazing minds here have received Nobel Prizes, led international collaborations and enabled discoveries in physics, biology, energy research—and even paleontology! https://t.co/7Mjpqp8Goe",https://twitter.com/SecBlinken/status/1582085179379572736,Fri Jan 15 18:40:52 +0000 2021,1350150750966603777,false,"Husband, dad, (very) amateur guitarist, and the 71st Secretary of State serving under the leadership of @POTUS Biden.",1,1844271,48,6044,,Secretary Antony Blinken,SecBlinken,3969,,http://www.state.gov,true
,Mon Sep 19 19:59:59 +0000 2022,,https://twitter.com/SecBlinken/status/1571952262389403649/photo/1,,1093,1571952262389403649,,,,en,,false,,245,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","It bears repeating: LGBTQI+ rights are human rights. With pride, I dropped by the @UN LGBTI+ Core Group to discuss how by working together, we can build a world where people can live authentically and enjoy their human rights everywhere. https://t.co/KJW3jdhphc",https://twitter.com/SecBlinken/status/1571952262389403649,Fri Jan 15 18:40:52 +0000 2021,1350150750966603777,false,"Husband, dad, (very) amateur guitarist, and the 71st Secretary of State serving under the leadership of @POTUS Biden.",1,1844271,48,6044,,Secretary Antony Blinken,SecBlinken,3969,,http://www.state.gov,true
,Tue Oct 18 08:15:13 +0000 2022,,https://twitter.com/eAsiaMediaHub/status/1582284149510918145/photo/1,https://www.state.gov/outcomes-of-the-51st-session-of-the-un-human-rights-council/,49,1582284149510918145,,,,en,,false,,22,,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","At the 51st session of the @UN_HRC, the U.S. defended respect for human rights on several priorities, including calling for a HRC debate on Xinjiang. This is the 1st time that a member pursued formal action to address the human rights situation in the PRC. https://t.co/kYCGHd811C https://t.co/hFHmfUJ1uY",https://twitter.com/eAsiaMediaHub/status/1582284149510918145,Mon Aug 16 05:11:15 +0000 2010,178978113,false,The U.S. Department of State's Asia Pacific Media Hub promotes official U.S. engagement with media throughout the region.,5805,124459,1173,771,Asia Pacific,U.S. Asia Pacific Media Hub,eAsiaMediaHub,44952,,https://go.usa.gov/xykmU,true
,Tue Oct 18 20:24:03 +0000 2022,,,https://www.state.gov/u-s-support-for-hurricane-ian-recovery-efforts-in-cuba/,168,1582467566261264385,,,,en,,false,,58,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Following the devastating impact of Hurricane Ian, the United States is providing critical humanitarian aid to trusted international partners working directly to support the Cuban people. https://t.co/KlOZcJ89J5",https://twitter.com/StateDeptSpox/status/1582467566261264385,Thu Oct 17 16:56:51 +0000 2013,1967216306,false,The official account of @StateDept’s Spokesperson serving under the leadership of the 71st Secretary of State @SecBlinken.,64,578913,33,4021,"Dept. of State, Washington, DC",Ned Price,StateDeptSpox,12765,,http://state.gov,true
,Wed Oct 19 20:25:33 +0000 2022,,https://twitter.com/SecBlinken/status/1582830331451035649/photo/1,,444,1582830331451035649,,,,en,,false,,120,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Today I unveiled a mural honoring Congressman Robert N.C. Nix Sr., the first African American elected to the House of Representatives from Pennsylvania. This art honors his legacy and sits on the walls of the Robert N.C. Nix, Sr. Federal Building, home to our new passport agency. https://t.co/NxCMuolxlZ",https://twitter.com/SecBlinken/status/1582830331451035649,Fri Jan 15 18:40:52 +0000 2021,1350150750966603777,false,"Husband, dad, (very) amateur guitarist, and the 71st Secretary of State serving under the leadership of @POTUS Biden.",1,1844271,48,6044,,Secretary Antony Blinken,SecBlinken,3969,,http://www.state.gov,true
,Mon Sep 26 12:51:09 +0000 2022,,,https://www.state.gov/457-5-million-in-new-u-s-civilian-security-assistance-for-ukraine/,149,1574381058421923841,,,,en,,false,,69,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Today, @SecBlinken announced an additional $457.5 million in civilian security and criminal justice assistance for Ukraine. This aid will strengthen the vital work of law enforcement and criminal justice agencies to serve and protect Ukrainian civilians. https://t.co/AET6VfRMjE",https://twitter.com/StateDeptSpox/status/1574381058421923841,Thu Oct 17 16:56:51 +0000 2013,1967216306,false,The official account of @StateDept’s Spokesperson serving under the leadership of the 71st Secretary of State @SecBlinken.,64,578913,33,4021,"Dept. of State, Washington, DC",Ned Price,StateDeptSpox,12765,,http://state.gov,true
,Thu Oct 20 02:06:51 +0000 2022,,https://twitter.com/USAmbChina/status/1582916224790716417/photo/1,,62,1582916224790716417,,,,en,,false,,6,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","“Study history, study history, study history.” Grateful to Dr. Henry Kissinger for reminding us of Churchill’s adage &amp; sharing thoughts from his book on leadership with U.S. Mission China. We salute his historic contributions to American diplomacy. https://t.co/ss8zg0fqEa",https://twitter.com/USAmbChina/status/1582916224790716417,Wed Feb 23 03:12:31 +0000 2022,1496321911218917383,false,"Official account of 🇺🇸 Ambassador to 🇨🇳 Nicholas Burns. 美国驻华大使伯恩斯官方账号. For more on the U.S. Mission to China, visit us at https://t.co/ToMSLAY4t4",8,68890,500,266,,Ambassador Nicholas Burns,USAmbChina,882,,https://china.usembassy-china.org.cn/ambassador-nicholas-burns/,true
,Thu Sep 22 15:51:40 +0000 2022,,https://twitter.com/StateDept/status/1572976936984481792/video/1,,706,1572976936984481792,,,,en,,false,,256,,,"<a href=""https://www.twitter.com/"" rel=""nofollow"">Twitter Media Studio - LiveCut</a>",".@SecBlinken on Ukraine: Rather than change course, President Putin has doubled down—choosing not to end the war, but to expand it. Not to pull troops back, but to call 300,000 more troops up. Not to deescalate tensions, but to escalate them through the threat of nuclear weapons. https://t.co/C0bnsCart3",https://twitter.com/StateDept/status/1572976936984481792,Tue Oct 23 15:02:45 +0000 2007,9624742,false,Welcome to the U.S. Department of State Twitter account. Follow @SecBlinken for more from the Secretary. For all Department accounts: https://t.co/kzsNMIOwF9.,52,6400351,242,24111,"Washington, DC",Department of State,StateDept,78162,,http://www.state.gov,true
,Wed Sep 28 10:10:15 +0000 2022,,https://twitter.com/eAsiaMediaHub/status/1575065342271012865/photo/1,,10,1575065342271012865,,,,en,,false,,7,,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","In addition to paying tribute to the former PM Abe, the @VP had the opportunity to meet with PM @kishida230 of Japan, PM Han of the ROK &amp; PM @AlboMP of Australia. In all of those meetings, she underscored the strength of security alliances and our commitment to the Indo-Pacific. https://t.co/2un4tmBAbU",https://twitter.com/eAsiaMediaHub/status/1575065342271012865,Mon Aug 16 05:11:15 +0000 2010,178978113,false,The U.S. Department of State's Asia Pacific Media Hub promotes official U.S. engagement with media throughout the region.,5805,124459,1173,771,Asia Pacific,U.S. Asia Pacific Media Hub,eAsiaMediaHub,44952,,https://go.usa.gov/xykmU,true
,Thu Oct 06 09:00:35 +0000 2022,,,,13,1577946912631685120,,,,en,,,,4,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",".@USAmbUN: You’ve heard all members of this [UN Security] council except Russia and China, condemn the DPRK’s actions. In light of the DPRK’s escalating provocations &amp; it’s returning to testing long-range systems, we need to turn quickly to strengthening the 718 sanctions regime.",https://twitter.com/eAsiaMediaHub/status/1577946912631685120,Mon Aug 16 05:11:15 +0000 2010,178978113,false,The U.S. Department of State's Asia Pacific Media Hub promotes official U.S. engagement with media throughout the region.,5805,124459,1173,771,Asia Pacific,U.S. Asia Pacific Media Hub,eAsiaMediaHub,44952,,https://go.usa.gov/xykmU,true
,Tue Sep 27 09:16:05 +0000 2022,,,,30,1574689320752975872,eAsiaMediaHub,1574689215375368193,178978113,en,,,,7,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""Russia’s brutal war of aggression against Ukraine is not only an assault on Ukraine, it is a brutal assault on the UN Charter, on the UN system, on every member state of the United Nations.

So it’s no wonder that the PRC is expressing varying degrees of reservations.""",https://twitter.com/eAsiaMediaHub/status/1574689320752975872,Mon Aug 16 05:11:15 +0000 2010,178978113,false,The U.S. Department of State's Asia Pacific Media Hub promotes official U.S. engagement with media throughout the region.,5805,124459,1173,771,Asia Pacific,U.S. Asia Pacific Media Hub,eAsiaMediaHub,44952,,https://go.usa.gov/xykmU,true
,Fri Sep 30 00:00:02 +0000 2022,,,https://www.whitehouse.gov/briefing-room/statements-releases/2022/09/29/fact-sheet-president-biden-unveils-first-ever-pacific-partnership-strategy/,147,1575636551249399808,,,,en,,false,,58,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Today, @POTUS unveiled the United States' first ever Pacific Partnership Strategy, emphasizing our commitment to the Pacific Islands region. We will work together to build prosperity for our people and combat our most pressing shared challenges. https://t.co/lRBrcDuddI",https://twitter.com/StateDept/status/1575636551249399808,Tue Oct 23 15:02:45 +0000 2007,9624742,false,Welcome to the U.S. Department of State Twitter account. Follow @SecBlinken for more from the Secretary. For all Department accounts: https://t.co/kzsNMIOwF9.,52,6400351,242,24111,"Washington, DC",Department of State,StateDept,78162,,http://www.state.gov,true
,Wed Sep 28 03:06:53 +0000 2022,,,https://www.state.gov/special-representative-for-the-democratic-peoples-republic-of-korea-dprk-kims-calls-with-republic-of-korea-rok-special-representative-kim-and-japanese-director-general-funakoshi/,64,1574958798879395841,,,,en,,false,,21,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","In calls with his Republic of Korea and Japanese counterparts, Special Representative for the DPRK Sung Kim reaffirmed the United States’ ironclad commitment to its allies and condemned the DPRK’s destabilizing ballistic missile test. https://t.co/zwQlqc3ZBo",https://twitter.com/StateDeptSpox/status/1574958798879395841,Thu Oct 17 16:56:51 +0000 2013,1967216306,false,The official account of @StateDept’s Spokesperson serving under the leadership of the 71st Secretary of State @SecBlinken.,64,578913,33,4021,"Dept. of State, Washington, DC",Ned Price,StateDeptSpox,12765,,http://state.gov,true
,Mon Sep 19 09:54:15 +0000 2022,,,https://www.whitehouse.gov/briefing-room/press-briefings/2022/09/16/press-briefing-by-press-secretary-karine-jean-pierre-and-national-security-council-coordinator-for-strategic-communications-john-kirby-september-16-2022/,16,1571799823279599621,,,,en,,false,,9,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","""The United States isn’t making anybody choose between us and somebody else, either when it comes to Ukraine or in the Indo-Pacific region. We respect sovereignty."" - @WHNSC Coordinator for Strategic Communications John Kirby
https://t.co/dDHqaFKYOV",https://twitter.com/eAsiaMediaHub/status/1571799823279599621,Mon Aug 16 05:11:15 +0000 2010,178978113,false,The U.S. Department of State's Asia Pacific Media Hub promotes official U.S. engagement with media throughout the region.,5805,124459,1173,771,Asia Pacific,U.S. Asia Pacific Media Hub,eAsiaMediaHub,44952,,https://go.usa.gov/xykmU,true
